37,Bayer,4,Leverkusen,GER,13,0,117,43,26,48,171,180,112,-9,
38,Olympique,de,Marseille,FRA,16,1,114,46,19,49,161,139,111,22,
39,FC,Spartak,Moskva,RUS,21,0,124,40,31,53,173,193,111,-20,
40,AS,Roma,ITA,13,0,110,41,27,42,148,158,109,-10,,
41,FK,Partizan,SRB,22,0,105,41,24,40,161,133,106,28,,
42,FC,BATE,Borisov,BLR,15,0,100,36,30,34,111,138,102,-27,
43,F.C.,Copenhagen,DEN,16,0,94,38,23,33,126,113,99,13,,
44,PFC,CSKA,Sofia,BUL,25,0,98,41,16,41,140,144,98,-4,
45,FC,Salzburg,AUT,18,0,86,35,22,29,125,115,92,10,,
46,PFC,CSKA,Moskva,RUS,15,0,104,34,24,46,125,155,92,-30,
47,Feyenoord,NED,17,1,89,34,23,32,147,116,91,31,,,
48,Legia,Warszawa,POL,15,0,76,37,15,24,106,91,89,15,,
49,Malmö,FF,SWE,19,0,95,33,23,39,103,148,89,-45,,
50,FC,Sheriff,Tiraspol,MDA,20,0,90,33,19,38,94,93,85,1,
51,Fenerbahçe,SK,TUR,27,0,107,32,21,54,120,179,85,-59,,
52,NK,Maribor,SVN,16,0,82,32,20,30,94,111,84,-17,,
53,Sporting,Clube,de,Portugal,POR,23,0,106,31,22,53,140,178,84,-38
54,IFK,Göteborg,SWE,15,0,82,35,13,34,138,119,83,19,,
55,APOEL,FC,CYP,18,0,94,29,25,40,99,122,83,-23,,
56,FC,Schalke,4,GER,10,0,77,31,18,28,109,117,80,-8,
57,SK,Rapid,Wien,AUT,18,0,81,35,9,37,130,122,79,8,
58,Sevilla,FC,ESP,10,0,72,30,19,23,110,103,79,7,,
59,FC,Zenit,RUS,11,0,76,30,15,31,98,96,75,2,,
60,SSC,Napoli,ITA,10,0,62,29,16,17,106,73,74,33,,
61,Beşiktaş,JK,TUR,21,0,89,27,19,43,89,153,73,-64,,
62,HJK,Helsinki,FIN,22,0,80,29,13,38,104,126,71,-22,,
63,Ferencvárosi,TC,HUN,15,0,69,26,18,25,111,117,70,-6,,
64,Tottenham,Hotspur,ENG,7,0,63,28,13,22,116,90,69,26,,
65,SV,Werder,Bremen,GER,9,0,66,27,14,25,109,107,68,2,
66,RC,Deportivo,La,Coruña,ESP,5,0,62,25,17,20,78,79,67,-1
67,FK,Austria,Wien,AUT,19,0,73,25,16,32,100,110,66,-10,
68,SS,Lazio,ITA,7,0,60,24,16,20,93,77,64,16,,
69,VfL,Borussia,Mönchengladbach,GER,9,0,55,22,16,17,110,74,60,36,
70,R.,Standard,de,Liège,BEL,14,0,58,25,10,23,87,73,60,14
71,PFC,Ludogorets,1945,BUL,11,0,60,22,14,24,90,84,58,6,
72,FC,Girondins,de,Bordeaux,FRA,7,0,50,21,16,13,54,54,58,0
73,FC,Dinamo,1948,ROU,18,0,66,24,10,32,96,106,58,-10,
74,AEK,Athens,FC,GRE,16,0,74,18,22,34,79,118,58,-39,
75,ACF,Fiorentina,ITA,5,0,45,21,15,9,63,49,57,14,,
76,Qarabağ,FK,AZE,8,0,47,19,17,11,58,40,55,18,,
77,FK,Dukla,Praha,CZE,10,0,45,22,10,13,75,58,54,17,
78,FC,Viktoria,Plzeň,CZE,9,0,53,22,9,22,82,105,53,-23,
79,BSC,Young,Boys,SUI,14,0,57,19,15,23,77,109,53,-32,
80,Leeds,United,AFC,ENG,4,0,40,22,6,12,76,41,50,35,
81,Hamburger,SV,GER,6,1,43,19,9,15,72,56,47,16,,
82,HNK,Hajduk,Split,CRO,10,0,40,18,10,12,58,47,46,11,
83,Górnik,Zabrze,POL,12,0,43,20,6,17,69,65,46,4,,
84,AS,Saint-Étienne,FRA,10,0,41,19,7,15,50,44,45,6,,
85,Maccabi,Haifa,FC,ISR,10,0,52,18,9,25,88,88,45,0,
86,Újpest,FC,HUN,11,0,44,18,8,18,70,72,44,-2,,
87,PFC,Levski,Sofia,BUL,15,0,58,15,14,29,74,82,44,-8,
88,LOSC,Lille,FRA,8,0,56,14,16,26,49,63,44,-14,,
89,Villarreal,CF,ESP,5,0,46,14,15,17,51,56,43,-5,,
90,ŠK,Slovan,Bratislava,SVK,13,0,44,16,11,17,50,58,43,-8,
91,Linfield,FC,NIR,32,0,77,10,23,44,63,139,43,-76,,
92,CFR,1907,Cluj,ROU,8,0,42,16,10,16,54,54,42,0,
93,Omonoia,FC,CYP,20,0,55,17,8,30,65,112,42,-47,,
94,RB,Leipzig,GER,5,0,38,18,5,15,66,70,41,-4,,
95,Grasshopper,Club,Zürich,SUI,15,0,54,15,11,28,80,85,41,-5,
96,Maccabi,Tel-Aviv,FC,ISR,10,0,47,15,10,22,50,63,40,-13,
97,FC,Zürich,SUI,12,0,47,17,6,24,60,82,40,-22,,
98,FC,Spartak,Trnava,SVK,6,0,30,15,9,6,50,25,39,25,
99,FC,Lokomotiv,Moskva,RUS,8,0,57,14,11,32,56,84,39,-28,
100,Berliner,FC,Dynamo,GER,10,0,38,15,8,15,54,52,38,2,
101,FC,Nantes,FRA,8,0,40,12,14,14,52,54,38,-2,,
102,Skonto,FC,LVA,12,0,42,16,6,20,57,62,38,-5,,
103,Brøndby,IF,DEN,12,0,44,15,8,21,56,67,38,-11,,
104,SK,Slavia,Praha,CZE,13,0,46,13,12,21,34,63,38,-29,
105,SK,Sturm,Graz,AUT,7,0,44,15,7,22,51,81,37,-30,
106,Wisła,Kraków,POL,8,0,32,15,4,13,58,50,34,8,,
107,Anorthosis,Famagusta,FC,CYP,8,0,36,12,9,15,47,44,33,3,
108,FC,Dinamo,Tbilisi,GEO,13,0,39,14,4,21,52,58,32,-6,
109,FC,Astana,KAZ,6,0,31,11,10,10,37,45,32,-8,,
110,Stade,de,Reims,FRA,4,0,24,14,3,7,63,30,31,33,
111,Vasas,FC,HUN,6,0,27,12,6,9,62,34,30,28,,
112,1,FC,Dynamo,Dresden,GER,7,0,30,12,6,12,48,44,30,4
113,Nottingham,Forest,FC,ENG,3,2,20,12,4,4,32,14,28,18,
114,FBK,Kaunas,LTU,8,0,28,11,6,11,41,39,28,2,,
115,Athletic,Club,ESP,5,0,28,10,8,10,38,36,28,2,,
116,Trabzonspor,AŞ,TUR,10,0,30,10,8,12,25,36,28,-11,,
117,Molde,FK,NOR,5,0,27,8,11,8,39,30,27,9,,
118,Budapest,Honvéd,FC,HUN,10,0,30,12,3,15,47,54,27,-7,
119,Debreceni,VSC,HUN,7,0,32,11,5,16,37,50,27,-13,,
120,FC,Pyunik,ARM,12,0,38,9,9,20,33,62,27,-29,,
121,F91,Diddeleng,LUX,17,0,44,10,7,27,50,92,27,-42,,
122,VfB,Stuttgart,GER,5,0,29,9,8,12,35,42,26,-7,,
123,Newcastle,United,FC,ENG,3,0,24,11,3,10,33,33,25,0,
124,The,New,Saints,FC,WAL,14,0,38,10,5,23,37,65,25,-28
125,VfL,Wolfsburg,GER,3,0,22,10,3,9,29,29,23,0,,
126,KKS,Lech,Poznań,POL,8,0,26,11,1,14,29,43,23,-14,
127,MŠK,Žilina,SVK,7,0,28,9,5,14,27,45,23,-18,,
128,Valletta,FC,MLT,18,0,46,8,7,31,38,113,23,-75,,
129,1,FC,Köln,GER,3,0,17,7,8,2,27,19,22,8,
130,Atalanta,BC,ITA,3,0,23,8,6,9,40,43,22,-3,,
131,MTK,Budapest,HUN,7,0,24,10,2,12,41,46,22,-5,,
132,Boavista,FC,POR,3,0,24,7,8,9,27,32,22,-5,,
133,Real,Sociedad,de,Fútbol,ESP,4,0,26,8,6,12,24,29,22,-5
134,Aston,Villa,FC,ENG,2,1,15,9,3,3,24,10,21,14,
135,Hapoel,Beer-Sheva,FC,ISR,3,0,16,9,3,4,27,24,21,3,
136,FC,Midtjylland,DEN,5,0,24,7,7,10,25,33,21,-8,,
137,PAOK,FC,GRE,9,0,28,6,9,13,36,49,21,-13,,
138,MFK,Petržalka,SVK,2,0,18,7,6,5,25,24,20,1,,
139,RTS,Widzew,Łódź,POL,5,0,26,9,2,15,48,51,20,-3,
140,Aalborg,BK,DEN,4,0,24,7,6,11,32,41,20,-9,,
141,AJ,Auxerre,FRA,3,0,24,9,2,13,19,31,20,-12,,
142,FK,Žalgiris,Vilnius,LTU,8,0,24,8,4,12,21,37,20,-16,
143,FC,Wacker,Innsbruck,AUT,9,0,27,8,4,15,37,54,20,-17,
144,KF,Tirana,ALB,15,0,40,8,4,28,37,65,20,-28,,
145,Dundalk,FC,IRL,12,0,33,4,12,17,24,60,20,-36,,
146,FFC,Victoria,91,GER,6,0,22,9,1,12,35,33,19,2,
147,Neftçi,PFK,AZE,7,0,22,7,5,10,18,36,19,-18,,
148,KRC,Genk,BEL,6,0,30,5,9,16,27,65,19,-38,,
149,FC,Aktobe,KAZ,5,0,16,7,4,5,23,18,18,5,,
150,OGC,Nice,FRA,3,0,18,7,4,7,32,32,18,0,,
151,Servette,FC,SUI,7,0,21,6,6,9,32,39,18,-7,,
152,FC,Levadia,Tallinn,EST,8,0,21,6,6,9,21,29,18,-8,
153,FK,Vardar,MKD,8,0,24,5,8,11,30,40,18,-10,,
154,AS,Jeunesse,Esch,LUX,22,0,49,7,4,38,43,158,18,-115,
155,Eintracht,Frankfurt,GER,2,0,15,7,3,5,30,28,17,2,,
156,PFC,Litex,Lovech,BUL,4,0,16,8,1,7,29,28,17,1,
157,Helsingborgs,IF,SWE,2,0,16,6,5,5,19,19,17,0,,
158,AIK,SWE,4,0,20,7,3,10,18,29,17,-11,,,
159,FH,Hafnarfjördur,ISL,8,0,24,5,7,12,21,35,17,-14,,
160,UC,Sampdoria,ITA,2,0,13,7,2,4,25,15,16,10,,
161,FC,Zimbru,Chisinau,MDA,4,0,16,7,2,7,24,17,16,7,
162,AGF,Aarhus,DEN,5,0,18,6,4,8,22,25,16,-3,,
163,SC,Braga,POR,2,0,18,7,2,9,23,31,16,-8,,
164,Shelbourne,FC,IRL,6,0,20,4,8,8,21,31,16,-10,,
165,Valkeakosken,Haka,FIN,8,0,26,6,4,16,30,56,16,-26,,
166,Málaga,CF,ESP,1,0,12,5,5,2,18,9,15,9,,
167,Parma,FC,ITA,3,0,12,6,3,3,15,10,15,5,,
168,Fehérvár,FC,HUN,3,0,14,4,7,3,13,13,15,0,,
169,FC,Rubin,RUS,3,0,16,4,7,5,12,16,15,-4,,
170,ETO,FC,Győr,HUN,4,0,16,7,1,8,28,34,15,-6,
171,Lincoln,Red,Imps,FC,GIB,7,0,19,6,3,10,22,29,15,-7
172,KF,Skënderbeu,ALB,5,0,16,6,3,7,18,25,15,-7,,
173,FC,Baník,Ostrava,CZE,4,0,16,6,3,7,20,29,15,-9,
174,Beitar,Jerusalem,FC,ISR,5,0,16,6,3,7,20,29,15,-9,
175,Shamrock,Rovers,FC,IRL,11,0,26,4,7,15,16,40,15,-24,
176,Hibernians,FC,MLT,12,0,28,5,5,18,20,71,15,-51,,
177,Derby,County,FC,ENG,2,0,12,6,2,4,18,12,14,6,
178,FC,Wismut,Aue,GER,3,0,16,5,4,7,26,23,14,3,
179,1,FC,Kaiserslautern,GER,2,0,12,6,2,4,18,16,14,2,
180,Aberdeen,FC,SCO,3,0,12,5,4,3,14,12,14,2,,
181,FC,Dnipro,Dnipropetrovsk,UKR,3,0,14,5,4,5,15,15,14,0,
182,Ruch,Chorzów,POL,4,0,14,5,4,5,20,25,14,-5,,
183,FK,Ventspils,LVA,6,0,20,6,2,12,21,31,14,-10,,
184,MFK,Košice,SVK,2,0,14,6,1,7,22,17,13,5,,
185,Hapoel,Tel-Aviv,FC,ISR,2,0,14,5,3,6,21,20,13,1,
186,FK,Senica,SVK,3,0,12,5,3,4,16,17,13,-1,,
187,Djurgårdens,IF,SWE,7,0,17,4,5,8,17,30,13,-13,,
188,FK,Ekranas,LTU,7,0,20,5,3,12,19,40,13,-21,,
189,Glentoran,FC,NIR,12,0,28,3,7,18,20,59,13,-39,,
190,Grazer,AK,AUT,3,0,10,5,2,3,19,13,12,6,,
191,Wiener,SC,AUT,2,0,12,4,4,4,21,18,12,3,,
192,FK,Rabotnicki,MKD,4,0,14,3,6,5,15,13,12,2,,
193,Leicester,City,FC,ENG,1,0,10,5,2,3,11,10,12,1,
194,RC,Lens,FRA,2,0,12,4,4,4,16,17,12,-1,,
195,FK,Sarajevo,BIH,6,0,18,5,2,11,24,26,12,-2,,
196,FC,Torpedo,Kutaisi,GEO,4,0,12,5,2,5,14,19,12,-5,
197,Bohemian,FC,IRL,6,0,18,4,4,10,13,29,12,-16,,
198,FC,Flora,Tallinn,EST,11,0,23,4,4,15,20,45,12,-25,
199,FK,Partizani,ALB,10,0,22,3,6,13,9,36,12,-27,,
200,Dundee,United,FC,SCO,1,0,8,5,1,2,14,5,11,9,
201,IF,Elfsborg,SWE,2,0,10,4,3,3,14,7,11,7,,
202,1,FC,Nürnberg,GER,2,0,8,5,1,2,16,14,11,2,
203,FK,Vojvodina,SRB,2,0,9,5,1,3,10,9,11,1,,
204,FC,Dinamo,Minsk,BLR,4,0,12,3,5,4,18,18,11,0,
205,Udinese,Calcio,ITA,3,0,12,4,3,5,17,19,11,-2,,
206,AZ,Alkmaar,NED,3,0,12,3,5,4,15,17,11,-2,,
207,ND,Gorica,SVN,3,0,12,5,1,6,20,25,11,-5,,
208,Hertha,BSC,Berlin,GER,1,0,14,3,5,6,12,18,11,-6,
209,IFK,Norrköping,SWE,5,0,14,3,5,6,18,25,11,-7,,
210,Lillestrøm,SK,NOR,5,0,14,3,5,6,10,17,11,-7,,
211,Vålerenga,Fotball,NOR,6,0,14,4,3,7,17,25,11,-8,,
212,FC,Twente,NED,4,0,14,2,7,5,15,23,11,-8,,
213,Alashkert,FC,ARM,4,0,14,3,5,6,12,20,11,-8,,
214,AEL,Limassol,FC,CYP,3,0,10,5,1,4,8,18,11,-10,
215,FC,Lahti,FIN,5,0,14,5,1,8,12,25,11,-13,,
216,Tampere,United,FIN,4,0,14,5,1,8,13,27,11,-14,,
217,HB,Tórshavn,FRO,10,0,21,3,5,13,19,52,11,-33,,
218,Sliema,Wanderers,FC,MLT,10,0,24,5,1,18,17,66,11,-49,
219,FC,Ararat,Yerevan,ARM,1,0,6,5,0,1,14,5,10,9,
220,Dundee,FC,SCO,1,0,8,5,0,3,20,14,10,6,,
221,FC,Carl,Zeiss,Jena,GER,2,0,8,5,0,3,12,11,10,1
222,FC,Thun,SUI,1,0,10,4,2,4,11,11,10,0,,
223,FC,Rostov,RUS,1,0,10,3,4,3,15,16,10,-1,,
224,Halmstads,BK,SWE,4,0,10,4,2,4,13,14,10,-1,,
225,FC,Universitatea,Craiova,ROU,4,0,12,4,2,6,14,17,10,-3,
226,RCD,Mallorca,ESP,2,0,10,4,2,4,7,11,10,-4,,
227,Kjøbenhavns,BK,DEN,4,0,13,4,2,7,19,25,10,-6,,
228,FC,Krasnodar,RUS,2,0,12,4,2,6,14,22,10,-8,,
229,Vejle,BK,DEN,4,0,12,3,4,5,13,22,10,-9,,
230,ÍA,Akranes,ISL,9,0,22,3,4,15,18,47,10,-29,,
231,KR,Reykjavík,ISL,10,0,21,3,4,14,20,66,10,-46,,
232,FC,Amsterdam,NED,1,0,6,4,1,1,13,4,9,9,,
233,FK,Bodø/Glimt,NOR,2,0,10,4,1,5,22,14,9,8,,
234,Everton,FC,ENG,3,0,10,2,5,3,14,10,9,4,,
235,FC,Shakhter,Karagandy,KAZ,2,0,8,4,1,3,10,8,9,2,
236,FC,Sion,SUI,2,0,8,4,1,3,16,16,9,0,,
237,RC,Celta,de,Vigo,ESP,1,0,10,3,3,4,12,13,9,-1
238,NK,Olimpija,Ljubljana,SVN,4,0,10,4,1,5,12,15,9,-3,
239,KAA,Gent,BEL,3,0,13,4,1,8,14,23,9,-9,,
240,HŠK,Zrinjski,BIH,7,0,14,2,5,7,6,19,9,-13,,
241,Esbjerg,fB,DEN,4,0,12,3,3,6,11,28,9,-17,,
242,FK,Željezničar,BIH,6,0,16,4,1,11,13,31,9,-18,,
243,Barry,Town,United,FC,WAL,6,0,14,4,1,9,11,38,9,-27
244,Valur,ISL,11,0,24,3,3,18,13,66,9,-53,,,
245,ASC,Campionii,FC,Arges,ROU,2,0,8,4,0,4,13,10,8,3
246,Neuchâtel,Xamax,FCS,SUI,2,0,8,4,0,4,14,13,8,1,
247,Åtvidabergs,FF,SWE,2,0,8,4,0,4,12,12,8,0,,
248,NK,Domžale,SVN,2,0,8,4,0,4,10,12,8,-2,,
249,Real,Betis,Balompié,ESP,1,0,8,3,2,3,6,9,8,-3,
250,KV,Mechelen,BEL,1,0,6,2,3,1,9,3,7,6,,
251,Hibernian,FC,SCO,1,0,6,3,1,2,9,5,7,4,,
252,RC,Strasbourg,Alsace,FRA,1,0,6,3,1,2,8,6,7,2,
253,IFK,Malmö,SWE,1,0,6,3,1,2,7,7,7,0,,
254,FC,Slavia,Mozyr,BLR,2,0,8,2,3,3,11,12,7,-1,
255,ŁKS,Łódź,POL,2,0,6,3,1,2,9,10,7,-1,,
256,FC,Unirea,Urziceni,ROU,2,0,8,2,3,3,8,9,7,-1,
257,NK,Široki,Brijeg,BIH,2,0,6,3,1,2,4,5,7,-1,
258,FC,Lokomotiv,Sofia,1929,BUL,2,0,8,3,1,4,19,21,7,-2
259,FC,Kairat,Almaty,KAZ,2,0,6,3,1,2,8,11,7,-3,
260,KF,Shkëndija,MKD,4,0,12,3,1,8,8,21,7,-13,,
261,B36,Tórshavn,FRO,6,0,14,2,3,9,12,30,7,-18,,
262,FC,Santa,Coloma,AND,9,0,18,2,3,13,12,32,7,-20,
263,Floriana,FC,MLT,8,0,17,2,3,12,5,53,7,-48,,
264,Ipswich,Town,FC,ENG,1,0,4,3,0,1,16,5,6,11,
265,TSV,1860,München,GER,2,0,6,3,0,3,13,7,6,6,
266,Bohemians,1905,CZE,1,0,4,3,0,1,7,2,6,5,,
267,1,FC,Magdeburg,GER,3,0,8,3,0,5,15,11,6,4,
268,KSK,Beveren,BEL,2,0,6,2,2,2,11,8,6,3,,
269,Hapoel,Kiryat,Shmona,FC,ISR,1,0,6,2,2,2,9,6,6,3
270,Sparta,Rotterdam,NED,1,0,6,3,0,3,12,11,6,1,,
271,FC,Drita,KOS,2,0,5,3,0,2,8,7,6,1,,
272,HNK,Rijeka,CRO,2,0,8,2,2,4,10,11,6,-1,,
273,Bakı,FK,AZE,2,0,6,2,2,2,7,8,6,-1,,
274,FC,Slovan,Liberec,CZE,3,0,8,2,2,4,6,8,6,-2,
275,Wolverhampton,Wanderers,FC,ENG,2,0,8,2,2,4,12,16,6,-4,
276,KS,Polonia,Bytom,POL,2,0,6,3,0,3,8,12,6,-4,
277,Hvidovre,IF,DEN,3,0,8,1,4,3,13,19,6,-6,,
278,KF,Vllaznia,ALB,3,0,8,3,0,5,9,16,6,-7,,
279,Birkirkara,FC,MLT,4,0,9,2,2,5,9,19,6,-10,,
280,İstanbul,Başakşehir,FK,TUR,3,0,12,2,2,8,15,28,6,-13,
281,Odense,BK,DEN,4,0,10,2,2,6,10,27,6,-17,,
282,FK,Dinamo,Tirana,ALB,6,0,14,2,2,10,7,25,6,-18,
283,FC,Reipas,FIN,3,0,8,2,2,4,8,30,6,-22,,
284,Waterford,FC,IRL,6,0,14,3,0,11,15,47,6,-32,,
285,NŠ,Mura,SVN,1,0,4,2,1,1,7,3,5,4,,
286,KSP,Polonia,Warszawa,POL,1,0,4,2,1,1,10,8,5,2,
287,FC,Zbrojovka,Brno,CZE,1,0,4,1,3,0,7,5,5,2,
288,Lyngby,BK,DEN,2,0,6,2,1,3,7,5,5,2,,
289,FC,Zorya,Luhansk,UKR,1,0,4,2,1,1,3,1,5,2,
290,FC,Shirak,ARM,2,0,6,1,3,2,6,5,5,1,,
291,Drogheda,United,FC,IRL,1,0,4,2,1,1,6,5,5,1,
292,Hellas,Verona,FC,ITA,1,0,4,2,1,1,5,4,5,1,
293,KF,Feronikeli,KOS,1,0,4,2,1,1,5,4,5,1,,
294,FK,Rudar,Pljevlja,MNE,2,0,6,2,1,3,7,7,5,0,
295,Myllykosken,Pallo,-47,FIN,1,0,4,2,1,1,4,4,5,0,
296,FK,Obilić,SRB,1,0,4,2,1,1,5,6,5,-1,,
297,MFK,Karviná,CZE,1,0,4,2,1,1,4,5,5,-1,,
298,FC,Rapid,1923,ROU,3,0,8,1,3,4,9,11,5,-2,
299,AS,Trenčín,SVK,2,0,6,2,1,3,9,11,5,-2,,
300,FK,Şamaxı,AZE,2,0,6,1,3,2,3,5,5,-2,,
301,Víkingur,Reykjavík,ISL,4,0,10,2,1,7,17,20,5,-3,,
302,FK,Kukësi,ALB,2,0,6,1,3,2,3,6,5,-3,,
303,B,1903,København,DEN,3,0,8,2,1,5,7,11,5,-4,
304,FC,Astana,64,KAZ,2,0,6,2,1,3,9,14,5,-5,
305,Apollon,Limassol,FC,CYP,3,0,8,2,1,5,7,13,5,-6,
306,ÍBV,Vestmannaeyjar,ISL,3,0,8,2,1,5,6,12,5,-6,,
307,FC,Petrolul,Ploieşti,ROU,3,0,8,2,1,5,8,15,5,-7,
308,FK,Sloga,Jugomagnat,MKD,3,0,10,1,3,6,5,12,5,-7,
309,Heart,of,Midlothian,FC,SCO,3,0,8,2,1,5,8,16,5,-8
310,Cork,City,FC,IRL,3,0,10,2,1,7,7,16,5,-9,
311,Víkingur,FRO,3,0,8,2,1,5,9,21,5,-12,,,
312,Nõmme,Kalju,FC,EST,2,0,8,2,1,5,6,20,5,-14,
313,FC,Dynamo,Brest,BLR,1,0,3,2,0,1,8,5,4,3,
314,Stabæk,Fotball,NOR,1,0,4,1,2,1,6,4,4,2,,
315,B,1913,Odense,DEN,1,0,4,2,0,2,15,14,4,1,
316,Dunaferr,SE,HUN,1,0,4,1,2,1,7,6,4,1,,
317,Burnley,FC,ENG,1,0,4,2,0,2,8,8,4,0,,
318,TSV,Eintracht,Braunschweig,GER,1,0,5,2,0,3,5,5,4,0,
319,Cagliari,Calcio,ITA,1,0,4,2,0,2,5,5,4,0,,
320,Torino,FC,ITA,1,0,4,1,2,1,4,4,4,0,,
321,FK,Mladá,Boleslav,CZE,1,0,4,1,2,1,8,9,4,-1,
322,FC,Prishtina,KOS,1,0,4,2,0,2,5,6,4,-1,,
323,LASK,AUT,2,0,6,2,0,4,8,10,4,-2,,,
324,FC,Jazz,FIN,1,0,4,2,0,2,6,8,4,-2,,
325,Inter,Club,d’Escaldes,AND,3,0,5,2,0,3,4,6,4,-2,
326,SK,Brann,NOR,2,0,6,1,2,3,4,6,4,-2,,
327,FC,Milsami,Orhei,MDA,1,0,4,2,0,2,3,5,4,-2,
328,FC,Molenbeek,Brussels,Strombeek,BEL,1,0,4,2,0,2,6,9,4,-3
329,FC,Zestafoni,GEO,2,0,6,1,2,3,6,9,4,-3,,
330,Gwardia,Warszawa,POL,2,0,5,1,2,2,6,9,4,-3,,
331,FK,Modriča,BIH,1,0,4,2,0,2,5,8,4,-3,,
332,Kilmarnock,FC,SCO,1,0,4,1,2,1,4,7,4,-3,,
333,FC,Hradec,Králové,CZE,1,0,4,1,2,1,2,5,4,-3,
334,FK,Borac,Banja,Luka,BIH,2,0,4,2,0,2,7,11,4,-4
335,FC,La,Chaux-de-Fonds,SUI,1,0,4,1,2,1,5,9,4,-4,
336,Zalaegerszegi,TE,HUN,1,0,4,2,0,2,3,7,4,-4,,
337,FC,Levadia,Maardu,EST,2,0,6,1,2,3,8,14,4,-6,
338,FK,Sūduva,LTU,3,0,8,1,2,5,5,13,4,-8,,
339,FK,Mogren,MNE,2,0,6,2,0,4,7,17,4,-10,,
340,FK,Budućnost,Podgorica,MNE,5,0,9,1,2,6,5,17,4,-12,
341,Viking,FK,NOR,7,0,14,1,2,11,11,29,4,-18,,
342,FK,Lyn,NOR,4,0,10,2,0,8,14,41,4,-27,,
343,Crusaders,FC,NIR,6,0,14,1,2,11,7,52,4,-45,,
344,FC,Metalist,Kharkiv,UKR,1,0,2,1,1,0,3,1,3,2,
345,FC,Shkupi,1927,MKD,1,0,4,1,1,2,5,5,3,0,
346,FC,Spartak,Plovdiv,BUL,1,0,4,1,1,2,3,3,3,0,
347,FC,Aarau,SUI,1,0,4,1,1,2,3,3,3,0,,
348,Bologna,FC,ITA,1,0,3,1,1,1,2,2,3,0,,
349,Akademisk,Boldklub,DEN,1,0,4,1,1,2,4,5,3,-1,,
350,FK,Leotar,BIH,1,0,4,1,1,2,3,4,3,-1,,
351,FC,Torpedo,Moskva,RUS,2,0,4,0,3,1,0,1,3,-1,
352,FC,Timişoara,ROU,1,0,4,0,3,1,2,4,3,-2,,
353,Blackburn,Rovers,FC,ENG,1,0,6,1,1,4,5,8,3,-3,
354,Riga,FC,LVA,3,0,5,0,3,2,1,4,3,-3,,
355,SC,Tavriya,Simferopol,UKR,1,0,4,1,1,2,4,8,3,-4,
356,FC,Belshina,Bobruisk,BLR,1,0,4,1,1,2,3,7,3,-4,
357,TSG,1899,Hoffenheim,GER,2,0,8,0,3,5,14,20,3,-6,
358,sc,Heerenveen,NED,1,0,6,1,1,4,3,9,3,-6,,
